"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-09-25","0.00","0.0","0.0","91","49","90"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-09-26","0.00","0.0","0.0","95","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-09-27","0.00","0.0","0.0","94","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-09-28","0.00","0.0","0.0","95","51","91"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-09-29","0.00","0.0","0.0","91","50","90"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-09-30","0.00","0.0","0.0","99","49","98"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-01","0.00","0.0","0.0","100","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-02","0.00","0.0","0.0","98","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-03","0.00","0.0","0.0","95","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-04","0.00","0.0","0.0","87","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-05","0.00","0.0","0.0","79","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-06","0.00","0.0","0.0","78","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-07","0.00","0.0","0.0","75","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-08","0.00","0.0","0.0","82","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-09","0.00","0.0","0.0","80","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-10","0.00","0.0","0.0","87","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-11","0.00","0.0","0.0","85","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-12","0.00","0.0","0.0","85","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-13","0.00","0.0","0.0","84","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-14","0.00","0.0","0.0","81","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-15","0.00","0.0","0.0","77","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-16","0.00","0.0","0.0","78","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-17","0.00","0.0","0.0","75","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-18","0.28","0.0","0.0","71","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-19","0.00","0.0","0.0","69","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-20","0.72","0.0","0.0","68","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-21","0.20","0.0","0.0","63","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-22","0.14","0.0","0.0","63","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-23","0.38","0.0","0.0","63","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-24","0.00","0.0","0.0","62","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-25","0.00","0.0","0.0","64","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-26","0.00","0.0","0.0","64","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-27","0.00","0.0","0.0","67","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-28","0.00","0.0","0.0","70","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-29","0.00","0.0","0.0","73","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-30","0.00","0.0","0.0","65","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-10-31","0.00","0.0","0.0","74","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-01","0.00","0.0","0.0","77","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-02","0.00","0.0","0.0","77","43","69"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-03","0.00","0.0","0.0","70","45","66"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-04","0.64","0.0","0.0","66","53","56"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-05","0.41","0.0","0.0","67","54","62"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-06","0.45","0.0","0.0","62","53","57"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-07","0.00","0.0","0.0","60","50","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-08","0.03","0.0","0.0","60","54","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-09","0.25","0.0","0.0","63","56","61"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-10","0.18","0.0","0.0","65","43","62"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-11","0.02","0.0","0.0","60","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-12","0.39","0.0","0.0","64","40","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-13","0.00","0.0","0.0","67","32","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-14","0.00","0.0","0.0","62","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-15","0.00","0.0","0.0","65","41","61"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-16","0.00","0.0","0.0","67","42","61"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-17","0.00","0.0","0.0","65","37","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-18","0.00","0.0","0.0","68","38","63"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-19","0.00","0.0","0.0","64","35","59"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-20","0.00","0.0","0.0","62","37","57"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-21","0.04","0.0","0.0","58","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-22","0.00","0.0","0.0","56","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-23","0.00","0.0","0.0","61","46","59"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-24","0.00","0.0","0.0","61","47","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-25","0.04","0.0","0.0","60","54","57"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-26","0.07","0.0","0.0","57","45","52"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-27","0.13","0.0","0.0","52","46","46"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-28","1.93","0.0","0.0","54","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-29","2.43","0.0","0.0","53","45","50"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-11-30","0.19","0.0","0.0","51","46","51"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-01","0.02","0.0","0.0","55","42","52"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-02","0.40","0.0","0.0","53","44","49"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-03","0.47","0.0","0.0","50","43","48"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-04","1.02","0.0","0.0","49","45","49"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-05","0.28","0.0","0.0","54","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-06","0.00","0.0","0.0","55","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-07","0.17","0.0","0.0","56","49","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-08","0.31","0.0","0.0","55","49","55"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-09","0.00","0.0","0.0","56","41","52"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-10","0.00","0.0","0.0","55","32","52"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-11","0.00","0.0","0.0","60","35","56"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-12","0.00","0.0","0.0","56","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-13","0.12","0.0","0.0","47","36","42"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-14","0.00","0.0","0.0","48","35","48"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-15","0.00","0.0","0.0","48","44","48"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-16","0.37","0.0","0.0","49","45","48"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-17","0.04","0.0","0.0","48","42","45"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-18","0.46","0.0","0.0","45","39","44"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-19","0.00","0.0","0.0","51","28",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-20",,"0.0","0.0","46","31",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-21",,"0.0","0.0","45","41","44"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-22","0.03","0.0","0.0","46","32","44"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-23","0.00","0.0","0.0","50","32","49"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-24","0.00","0.0","0.0","51","27","42"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-25","0.00","0.0","0.0","49","26",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-26","0.07","0.0","0.0","43","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-27",,"0.0","0.0","48","39",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-28",,"0.0","0.0","49","43","47"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-29","0.11","0.0","0.0","52","45","51"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-30","0.00","0.0","0.0","56","37","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1970-12-31","0.00","0.0","0.0","54","39",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-01","0.00","0.0","0.0","51","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-02","0.48","0.0","0.0","52","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-03","0.00","0.0","0.0","46","21",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-04","0.00","0.0","0.0","48","22","45"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-05","0.00","0.0","0.0","52","24","50"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-06","0.00","0.0","0.0","54","25","51"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-07","0.00","0.0","0.0","50","29","46"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-08","0.00","0.0","0.0","52","29","48"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-09","0.00","0.0","0.0","52","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-10","0.00","0.0","0.0","50","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-11","0.12","0.0","0.0","50","36","47"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-12","0.00","0.0","0.0","47","35","44"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-13","0.34","0.0","0.0","46","35","46"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-14","0.00","0.0","0.0","52","42","50"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-15","0.26","0.0","0.0","53","48","48"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-16","1.49","0.0","0.0","52","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-17","0.00","0.0","0.0","54","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-18","0.00","0.0","0.0","70","49","70"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-19","0.01","0.0","0.0","70","48","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-20","0.00","0.0","0.0","64","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-21","0.00","0.0","0.0","62","31",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-22","0.00","0.0","0.0","62","32","58"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-23","0.00","0.0","0.0","64","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-24","0.00","0.0","0.0","68","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-25","0.00","0.0","0.0","60","32","57"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-26","0.00","0.0","0.0","63","38","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-27","0.00","0.0","0.0","65","35","61"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-28","0.00","0.0","0.0","61","37","44"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-29","0.00","0.0","0.0","45","38","43"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-30","0.02","0.0","0.0","44","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-01-31","0.00","0.0","0.0","43","38","42"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-01","0.00","0.0","0.0","42","38","41"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-02","0.00","0.0","0.0","54","38","52"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-03","0.00","0.0","0.0","60","24","56"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-04","0.00","0.0","0.0","56","39","55"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-05","0.01","0.0","0.0","61","38","59"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-06","0.00","0.0","0.0","67","34","66"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-07","0.00","0.0","0.0","67","36","55"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-08","0.00","0.0","0.0","63","31","62"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-09","0.00","0.0","0.0","62","35","59"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-10","0.00","0.0","0.0","71","37","65"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-11","0.00","0.0","0.0","78","39","74"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-12","0.00","0.0","0.0","74","38","66"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-13","0.00","0.0","0.0","71","39","67"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-14","0.00","0.0","0.0","68","40","61"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-15","0.00","0.0","0.0","61","45","58"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-16","0.00","0.0","0.0","61","37","56"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-17","0.00","0.0","0.0","61","42","59"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-18","0.00","0.0","0.0","59","37","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-19","0.04","0.0","0.0","58","34","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-20","0.00","0.0","0.0","63","31","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-21","0.00","0.0","0.0","60","33","55"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-22","0.00","0.0","0.0","58","32","55"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-23","0.00","0.0","0.0","65","28","62"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-24","0.00","0.0","0.0","62","35","61"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-25","0.00","0.0","0.0","61","28","52"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-26","0.00","0.0","0.0","54","23","53"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-27","0.03","0.0","0.0","53","33","43"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-02-28","0.00","0.0","0.0","56","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-01","0.00","0.0","0.0","58","23","53"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-02","0.00","0.0","0.0","57","24","55"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-03","0.00","0.0","0.0","59","45","57"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-04","0.00","0.0","0.0","60","42","53"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-05","0.00","0.0","0.0","59","24","56"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-06","0.00","0.0","0.0","65","30","63"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-07","0.00","0.0","0.0","63","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-08","0.01","0.0","0.0","68","29","65"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-09","0.00","0.0","0.0","65","35","58"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-10","0.00","0.0","0.0","60","42","57"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-11","0.01","0.0","0.0","59","50","58"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-12","0.59","0.0","0.0","58","50","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-13","0.00","0.0","0.0","60","38","57"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-14","0.00","0.0","0.0","57","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-15","0.19","0.0","0.0","62","40","59"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-16","0.00","0.0","0.0","64","40","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-17","0.21","0.0","0.0","63","34","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-18","0.00","0.0","0.0","70","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-19","0.00","0.0","0.0","74","32","71"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-20","0.00","0.0","0.0","75","38","72"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-21","0.00","0.0","0.0","74","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-22","0.00","0.0","0.0","61","47","61"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-23","0.89","0.0","0.0","63","51","57"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-24","0.05","0.0","0.0","64","50","62"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-25","0.90","0.0","0.0","62","50","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-26","0.47","0.0","0.0","64","52","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-27","0.00","0.0","0.0","65","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-28","0.00","0.0","0.0","74","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-29","0.00","0.0","0.0","75","42","72"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-30","0.00","0.0","0.0","73","50","59"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-03-31","0.00","0.0","0.0","65","31","64"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-01","0.00","0.0","0.0","70","35","69"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-02","0.00","0.0","0.0","75","44","73"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-03","0.00","0.0","0.0","79","39",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-04","0.00","0.0","0.0","78","39",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-05","0.00","0.0","0.0","80","44","78"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-06","0.00","0.0","0.0","78","52","65"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-07","0.07","0.0","0.0","65","48","56"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-08","0.00","0.0","0.0","67","38","66"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-09","0.00","0.0","0.0","66","49","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-10","0.07","0.0","0.0","62","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-11","0.00","0.0","0.0","69","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-12","0.00","0.0","0.0","74","38","73"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-13","0.00","0.0","0.0","74","48","64"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-14","0.00","0.0","0.0","79","43","78"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-15","0.00","0.0","0.0","79","45","77"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-16","0.00","0.0","0.0","77","49","66"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-17","0.00","0.0","0.0","67","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-18","0.00","0.0","0.0","68","33",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-19","0.00","0.0","0.0","72","37","71"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-20","0.22","0.0","0.0","71","47","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-21","0.00","0.0","0.0","62","32","60"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-22","0.00","0.0","0.0","63","42","61"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-23","0.03","0.0","0.0","68","50","64"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-24","0.00","0.0","0.0","66","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-25","0.00","0.0","0.0","72","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-26","0.00","0.0","0.0","72","50","67"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-27","0.00","0.0","0.0","75","44","74"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-28","0.00","0.0","0.0","79","47","72"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-29","0.00","0.0","0.0","73","42","71"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-04-30","0.00","0.0","0.0","78","43","76"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-01","0.00","0.0","0.0","76","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-02","0.02","0.0","0.0","64","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-03","0.03","0.0","0.0","65","49","64"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-04","0.15","0.0","0.0","65","52","58"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-05","0.07","0.0","0.0","71","45","70"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-06","0.00","0.0","0.0","74","43","71"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-07","0.00","0.0","0.0","73","56","68"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-08","0.00","0.0","0.0","68","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-09","0.05","0.0","0.0","78","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-10","0.00","0.0","0.0","91","49","90"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-11","0.00","0.0","0.0","91","54","81"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-12","0.00","0.0","0.0","82","51","77"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-13","0.00","0.0","0.0","80","57","79"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-14","0.00","0.0","0.0","85","44","83"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-15","0.00","0.0","0.0","85","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-16","0.00","0.0","0.0","72","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-17","0.00","0.0","0.0","76","35","75"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-18","0.00","0.0","0.0","83","41","80"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-19","0.00","0.0","0.0","83","49","82"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-20","0.00","0.0","0.0","83","54","79"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-21","0.00","0.0","0.0","80","51","74"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-22","0.00","0.0","0.0","88","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-23","0.00","0.0","0.0","87","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-24","0.00","0.0","0.0","87","57","86"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-25","0.00","0.0","0.0","87","55","79"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-26","0.21","0.0","0.0","80","50","70"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-27","0.22","0.0","0.0","71","51","54"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-28","0.04","0.0","0.0","56","52","55"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-29","0.13","0.0","0.0","63","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-30","0.00","0.0","0.0","70","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-05-31","0.00","0.0","0.0","63","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-01","0.02","0.0","0.0","69","50","67"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-02","0.00","0.0","0.0","80","43","79"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-03","0.00","0.0","0.0","80","50","77"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-04","0.00","0.0","0.0","83","51","82"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-05","0.13","0.0","0.0","85","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-06","0.00","0.0","0.0","88","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-07","0.00","0.0","0.0","86","59","84"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-08","0.00","0.0","0.0","85","55","83"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-09","0.00","0.0","0.0","83","55",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-10","0.12","0.0","0.0","84","55","81"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-11","0.00","0.0","0.0","92","57","90"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-12","0.00","0.0","0.0","90","60",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-13","0.00","0.0","0.0","83","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-14","0.00","0.0","0.0","94","54","93"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-15","0.00","0.0","0.0","100","56","100"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-16","0.00","0.0","0.0","101","57","98"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1971-06-17","0.00","0.0","0.0","99","58","94"
